id,suggestion_text,triggered_on,status
W249,Move 55 Handwash 250ml from Jaipur to Mumbai.,2025-06-26 12:01 PM,Completed
W250,Move 83 LED Bulb from Surat to Jaipur.,2025-06-24 12:50 AM,In Review
W251,Move 87 Rice 5kg from Mumbai to Delhi.,2025-06-28 12:42 AM,In Review
W252,Move 24 LED Bulb from Jaipur to Delhi.,2025-06-29 02:51 PM,In Review
W253,Move 28 Notebook A5 from Surat to Surat.,2025-06-26 06:48 PM,In Review
W254,Move 88 Kurta Set from Jaipur to Kolkata.,2025-06-28 11:16 PM,In Review
W255,Move 86 Rice 5kg from Mumbai to Delhi.,2025-06-29 06:10 PM,In Review
W256,Move 43 Rice 5kg from Mumbai to Kolkata.,2025-06-29 05:56 PM,Pending
W257,Move 25 Handwash 250ml from Delhi to Surat.,2025-06-30 06:49 AM,Completed
W258,Move 31 Rice 5kg from Jaipur to Mumbai.,2025-06-26 02:26 AM,In Review
W259,Move 58 Kurta Set from Mumbai to Mumbai.,2025-06-28 01:58 PM,Pending
W260,Move 94 Handwash 250ml from Kolkata to Kolkata.,2025-06-23 05:04 PM,Pending
W261,Move 88 Kurta Set from Delhi to Jaipur.,2025-06-26 11:31 PM,Pending
W262,Move 81 Kurta Set from Kolkata to Jaipur.,2025-06-25 07:23 PM,Completed
W263,Move 45 Kurta Set from Surat to Surat.,2025-06-28 11:36 AM,Pending
W264,Move 96 LED Bulb from Delhi to Surat.,2025-06-27 12:26 PM,Pending
W265,Move 94 LED Bulb from Jaipur to Kolkata.,2025-06-27 02:44 AM,In Review
W266,Move 44 Handwash 250ml from Surat to Kolkata.,2025-06-29 09:13 AM,Pending
W267,Move 52 LED Bulb from Surat to Delhi.,2025-06-29 04:56 PM,Completed
W268,Move 100 Rice 5kg from Delhi to Surat.,2025-06-25 03:53 PM,Completed
W269,Move 85 Notebook A5 from Delhi to Delhi.,2025-06-27 09:36 AM,In Review
W270,Move 51 Notebook A5 from Delhi to Surat.,2025-06-29 06:57 AM,In Review
W271,Move 59 LED Bulb from Jaipur to Mumbai.,2025-06-25 04:25 AM,Completed
W272,Move 20 Notebook A5 from Surat to Kolkata.,2025-06-24 06:04 AM,Completed
W273,Move 40 Rice 5kg from Jaipur to Kolkata.,2025-06-28 11:52 AM,In Review
W274,Move 58 Kurta Set from Kolkata to Delhi.,2025-06-24 03:53 AM,In Review
W275,Move 88 Rice 5kg from Mumbai to Jaipur.,2025-06-25 12:48 PM,Pending
W276,Move 47 Notebook A5 from Surat to Delhi.,2025-06-23 06:26 PM,Completed
W277,Move 87 LED Bulb from Jaipur to Delhi.,2025-06-30 06:52 AM,In Review
W278,Move 46 Handwash 250ml from Mumbai to Delhi.,2025-06-28 06:16 AM,Pending
W279,Move 44 LED Bulb from Mumbai to Mumbai.,2025-06-24 07:17 PM,In Review
W280,Move 40 Notebook A5 from Surat to Kolkata.,2025-06-26 12:19 PM,In Review
W281,Move 96 LED Bulb from Delhi to Mumbai.,2025-06-25 04:29 AM,Completed
W282,Move 80 Notebook A5 from Delhi to Mumbai.,2025-06-29 01:46 AM,Completed
W283,Move 62 Notebook A5 from Delhi to Kolkata.,2025-06-24 09:49 PM,Completed
W284,Move 74 Handwash 250ml from Kolkata to Kolkata.,2025-06-24 09:31 AM,Pending
W285,Move 71 Kurta Set from Kolkata to Delhi.,2025-06-24 04:46 PM,In Review
W286,Move 37 LED Bulb from Delhi to Jaipur.,2025-06-26 08:36 PM,In Review
W287,Move 45 Rice 5kg from Delhi to Delhi.,2025-06-27 01:26 PM,Completed
W288,Move 23 Notebook A5 from Kolkata to Kolkata.,2025-06-24 11:51 AM,Completed
W289,Move 91 Handwash 250ml from Mumbai to Mumbai.,2025-06-26 04:29 PM,In Review
W290,Move 84 LED Bulb from Delhi to Jaipur.,2025-06-29 01:07 PM,Pending
W291,Move 51 Rice 5kg from Delhi to Kolkata.,2025-06-27 05:34 AM,In Review
W292,Move 95 LED Bulb from Jaipur to Kolkata.,2025-06-26 03:45 PM,In Review
W293,Move 82 Rice 5kg from Delhi to Surat.,2025-06-25 12:36 AM,In Review
W294,Move 68 Kurta Set from Jaipur to Jaipur.,2025-06-28 08:21 AM,In Review
W295,Move 63 Notebook A5 from Surat to Delhi.,2025-06-30 12:05 PM,Completed
W296,Move 56 Kurta Set from Kolkata to Mumbai.,2025-06-29 12:00 PM,In Review
W297,Move 29 Notebook A5 from Kolkata to Mumbai.,2025-06-27 08:25 AM,Pending
W298,Move 95 Notebook A5 from Surat to Mumbai.,2025-06-24 07:28 AM,In Review
W299,Move 31 LED Bulb from Mumbai to Delhi.,2025-06-24 12:21 PM,In Review
W300,Move 89 Notebook A5 from Surat to Surat.,2025-06-24 08:15 AM,Completed
W301,Move 22 Rice 5kg from Jaipur to Delhi.,2025-06-24 04:40 AM,Completed
W302,Move 77 Rice 5kg from Mumbai to Delhi.,2025-06-29 04:14 AM,Completed
W303,Move 49 LED Bulb from Delhi to Delhi.,2025-06-27 10:32 AM,Pending
W304,Move 53 Notebook A5 from Surat to Jaipur.,2025-06-28 03:25 AM,Pending
W305,Move 35 LED Bulb from Kolkata to Kolkata.,2025-06-29 10:28 AM,Completed
W306,Move 26 Handwash 250ml from Jaipur to Surat.,2025-06-30 02:43 AM,Completed
W307,Move 22 Handwash 250ml from Kolkata to Jaipur.,2025-06-24 10:33 AM,In Review
W308,Move 61 Handwash 250ml from Kolkata to Delhi.,2025-06-27 11:27 AM,In Review
W309,Move 62 Kurta Set from Jaipur to Surat.,2025-06-29 10:57 PM,Pending
W310,Move 91 Kurta Set from Surat to Mumbai.,2025-06-24 01:20 AM,In Review
W311,Move 31 Handwash 250ml from Kolkata to Surat.,2025-06-27 12:33 AM,In Review
W312,Move 44 Kurta Set from Kolkata to Delhi.,2025-06-26 03:38 AM,Completed
W313,Move 77 Rice 5kg from Delhi to Jaipur.,2025-06-27 07:10 PM,Pending
W314,Move 93 Notebook A5 from Kolkata to Surat.,2025-06-28 11:30 AM,In Review
W315,Move 75 Kurta Set from Kolkata to Surat.,2025-06-29 01:59 PM,Completed
W316,Move 20 Handwash 250ml from Kolkata to Jaipur.,2025-06-25 01:58 PM,Pending
W317,Move 48 Notebook A5 from Kolkata to Mumbai.,2025-06-29 06:58 PM,Completed
W318,Move 48 Handwash 250ml from Delhi to Surat.,2025-06-29 08:35 AM,Completed
W319,Move 45 Handwash 250ml from Delhi to Surat.,2025-06-25 03:08 PM,Pending
W320,Move 44 Rice 5kg from Mumbai to Delhi.,2025-06-27 09:42 AM,Pending
W321,Move 32 Kurta Set from Surat to Surat.,2025-06-24 01:16 PM,Pending
W322,Move 36 Handwash 250ml from Delhi to Jaipur.,2025-06-30 04:06 PM,Completed
W323,Move 60 Rice 5kg from Mumbai to Mumbai.,2025-06-30 05:33 AM,Completed
W324,Move 40 LED Bulb from Delhi to Mumbai.,2025-06-24 11:20 AM,Pending
W325,Move 65 Kurta Set from Mumbai to Kolkata.,2025-06-23 06:27 PM,Pending
W326,Move 68 Kurta Set from Kolkata to Mumbai.,2025-06-28 03:09 AM,Completed
W327,Move 26 LED Bulb from Kolkata to Kolkata.,2025-06-26 08:24 AM,Pending
W328,Move 46 LED Bulb from Surat to Jaipur.,2025-06-28 06:30 PM,Pending
W329,Move 42 Handwash 250ml from Surat to Surat.,2025-06-23 07:52 PM,Pending
W330,Move 40 Rice 5kg from Jaipur to Kolkata.,2025-06-29 06:35 AM,In Review
W331,Move 97 Notebook A5 from Delhi to Kolkata.,2025-06-24 05:21 PM,Pending
W332,Move 46 Kurta Set from Surat to Delhi.,2025-06-28 12:12 PM,Completed
W333,Move 52 Handwash 250ml from Jaipur to Kolkata.,2025-06-26 04:44 AM,Pending
W334,Move 20 LED Bulb from Kolkata to Kolkata.,2025-06-23 10:32 PM,Pending
W335,Move 65 Notebook A5 from Delhi to Jaipur.,2025-06-29 12:58 PM,Completed
W336,Move 58 Rice 5kg from Jaipur to Kolkata.,2025-06-23 10:12 PM,Completed
W337,Move 22 Notebook A5 from Delhi to Jaipur.,2025-06-24 04:16 PM,Pending
W338,Move 51 Rice 5kg from Surat to Jaipur.,2025-06-27 09:24 AM,Pending
W339,Move 86 Rice 5kg from Mumbai to Kolkata.,2025-06-27 05:15 AM,Pending
W340,Move 27 Handwash 250ml from Mumbai to Delhi.,2025-06-30 05:25 AM,Completed
W341,Move 99 LED Bulb from Mumbai to Kolkata.,2025-06-23 09:04 PM,Pending
W342,Move 42 Handwash 250ml from Mumbai to Mumbai.,2025-06-26 03:15 AM,Completed
W343,Move 34 Rice 5kg from Jaipur to Kolkata.,2025-06-29 12:12 PM,Pending
W344,Move 59 LED Bulb from Delhi to Delhi.,2025-06-26 03:56 AM,In Review
W345,Move 61 Kurta Set from Jaipur to Delhi.,2025-06-25 06:00 AM,Pending
W346,Move 80 Kurta Set from Mumbai to Kolkata.,2025-06-25 12:04 AM,Pending
W347,Move 89 LED Bulb from Surat to Surat.,2025-06-23 11:09 PM,Pending
W348,Move 40 Kurta Set from Jaipur to Delhi.,2025-06-30 02:53 PM,Pending
W349,Move 31 LED Bulb from Jaipur to Jaipur.,2025-06-29 02:04 PM,Completed
W350,Move 79 LED Bulb from Surat to Kolkata.,2025-06-27 12:49 AM,Pending
W351,Move 97 Kurta Set from Delhi to Kolkata.,2025-06-24 11:06 AM,Completed
W352,Move 52 Rice 5kg from Delhi to Surat.,2025-06-25 01:15 PM,Completed
W353,Move 98 Kurta Set from Kolkata to Kolkata.,2025-06-27 09:40 PM,In Review
W354,Move 93 Rice 5kg from Mumbai to Mumbai.,2025-06-27 10:55 PM,In Review
W355,Move 36 Rice 5kg from Mumbai to Jaipur.,2025-06-28 05:29 PM,In Review
W356,Move 32 LED Bulb from Delhi to Surat.,2025-06-29 11:07 AM,Pending
W357,Move 51 Rice 5kg from Delhi to Mumbai.,2025-06-29 02:09 PM,In Review
W358,Move 58 Notebook A5 from Kolkata to Surat.,2025-06-27 03:56 AM,In Review
W359,Move 86 Handwash 250ml from Delhi to Mumbai.,2025-06-28 01:03 AM,Completed
W360,Move 74 Notebook A5 from Mumbai to Surat.,2025-06-26 08:54 PM,In Review
W361,Move 24 LED Bulb from Jaipur to Mumbai.,2025-06-26 07:59 PM,Pending
W362,Move 21 Rice 5kg from Jaipur to Mumbai.,2025-06-25 06:20 PM,Pending
W363,Move 70 Notebook A5 from Jaipur to Surat.,2025-06-27 04:09 PM,Completed
W364,Move 81 Notebook A5 from Mumbai to Surat.,2025-06-25 09:06 PM,Completed
W365,Move 77 Rice 5kg from Kolkata to Surat.,2025-06-30 06:14 AM,Completed
W366,Move 89 LED Bulb from Jaipur to Delhi.,2025-06-24 10:24 PM,In Review
W367,Move 85 Notebook A5 from Delhi to Mumbai.,2025-06-26 08:55 AM,Completed
W368,Move 63 LED Bulb from Surat to Kolkata.,2025-06-29 01:35 AM,In Review
W369,Move 32 Notebook A5 from Surat to Delhi.,2025-06-30 05:48 AM,Pending
W370,Move 66 LED Bulb from Jaipur to Surat.,2025-06-30 01:43 AM,Pending
W371,Move 32 Rice 5kg from Kolkata to Jaipur.,2025-06-27 10:38 PM,Pending
W372,Move 90 Notebook A5 from Mumbai to Delhi.,2025-06-25 02:00 AM,Completed
W373,Move 77 LED Bulb from Surat to Jaipur.,2025-06-27 05:45 PM,In Review
W374,Move 43 LED Bulb from Surat to Mumbai.,2025-06-29 06:54 AM,Pending
W375,Move 48 Kurta Set from Mumbai to Delhi.,2025-06-30 01:00 AM,In Review
W376,Move 96 Rice 5kg from Surat to Surat.,2025-06-27 09:41 AM,In Review
W377,Move 26 Handwash 250ml from Delhi to Surat.,2025-06-29 03:00 AM,Pending
W378,Move 87 Rice 5kg from Delhi to Mumbai.,2025-06-29 06:00 AM,Pending
W379,Move 41 Handwash 250ml from Mumbai to Mumbai.,2025-06-29 12:36 PM,In Review
W380,Move 98 LED Bulb from Mumbai to Delhi.,2025-06-28 08:14 PM,Pending
W381,Move 71 Notebook A5 from Kolkata to Surat.,2025-06-28 07:48 PM,Completed
W382,Move 80 LED Bulb from Delhi to Mumbai.,2025-06-28 10:19 AM,In Review
W383,Move 58 Kurta Set from Jaipur to Delhi.,2025-06-27 08:52 AM,In Review
W384,Move 91 Notebook A5 from Mumbai to Surat.,2025-06-27 07:07 PM,In Review
W385,Move 28 Kurta Set from Kolkata to Mumbai.,2025-06-25 04:50 PM,Pending
W386,Move 81 Rice 5kg from Mumbai to Kolkata.,2025-06-29 11:58 PM,Pending
W387,Move 73 LED Bulb from Surat to Mumbai.,2025-06-24 04:32 AM,Pending
W388,Move 64 Kurta Set from Mumbai to Delhi.,2025-06-30 12:22 AM,Pending
W389,Move 71 Kurta Set from Surat to Mumbai.,2025-06-29 03:45 AM,Pending
W390,Move 76 Rice 5kg from Delhi to Delhi.,2025-06-25 05:30 PM,Pending
W391,Move 35 Handwash 250ml from Delhi to Surat.,2025-06-24 02:36 AM,Pending
W392,Move 100 Handwash 250ml from Kolkata to Mumbai.,2025-06-29 07:33 PM,In Review
W393,Move 76 Notebook A5 from Jaipur to Surat.,2025-06-25 05:31 PM,In Review
W394,Move 98 LED Bulb from Mumbai to Jaipur.,2025-06-30 04:00 AM,In Review
W395,Move 63 Notebook A5 from Jaipur to Kolkata.,2025-06-28 01:29 AM,Completed
W396,Move 34 LED Bulb from Kolkata to Surat.,2025-06-27 02:13 PM,Pending
W397,Move 82 Notebook A5 from Mumbai to Surat.,2025-06-26 12:29 PM,Pending
W398,Move 31 Handwash 250ml from Surat to Delhi.,2025-06-26 11:19 AM,Pending
W399,Move 83 LED Bulb from Kolkata to Jaipur.,2025-06-26 11:15 AM,In Review
W400,Move 33 Notebook A5 from Delhi to Delhi.,2025-06-26 08:36 AM,In Review
W401,Move 85 Notebook A5 from Kolkata to Delhi.,2025-06-29 10:23 AM,Completed
W402,Move 30 Kurta Set from Jaipur to Kolkata.,2025-06-26 04:49 PM,Pending
W403,Move 94 LED Bulb from Mumbai to Surat.,2025-06-29 05:34 PM,Completed
W404,Move 54 Kurta Set from Kolkata to Surat.,2025-06-23 05:09 PM,In Review
W405,Move 92 LED Bulb from Surat to Surat.,2025-06-30 09:41 AM,In Review
W406,Move 68 Kurta Set from Surat to Jaipur.,2025-06-28 10:15 PM,In Review
W407,Move 32 Handwash 250ml from Jaipur to Jaipur.,2025-06-27 05:49 PM,Pending
W408,Move 66 Handwash 250ml from Surat to Kolkata.,2025-06-25 12:02 AM,Completed
W409,Move 25 Notebook A5 from Kolkata to Kolkata.,2025-06-26 12:51 AM,In Review
W410,Move 86 Kurta Set from Kolkata to Kolkata.,2025-06-25 05:59 PM,In Review
W411,Move 23 Rice 5kg from Surat to Mumbai.,2025-06-24 01:51 PM,Pending
W412,Move 100 Notebook A5 from Jaipur to Delhi.,2025-06-30 04:22 PM,Completed
W413,Move 23 LED Bulb from Delhi to Delhi.,2025-06-25 07:22 PM,In Review
W414,Move 64 Notebook A5 from Mumbai to Delhi.,2025-06-25 04:40 AM,Completed
W415,Move 26 Notebook A5 from Kolkata to Delhi.,2025-06-29 02:32 PM,Pending
W416,Move 46 Handwash 250ml from Surat to Delhi.,2025-06-30 04:26 AM,In Review
W417,Move 71 Notebook A5 from Mumbai to Kolkata.,2025-06-25 11:45 PM,Pending
W418,Move 62 Notebook A5 from Surat to Surat.,2025-06-24 10:44 AM,In Review
W419,Move 49 Notebook A5 from Delhi to Jaipur.,2025-06-24 12:04 PM,In Review
W420,Move 31 LED Bulb from Delhi to Surat.,2025-06-30 01:32 PM,Completed
W421,Move 43 LED Bulb from Mumbai to Delhi.,2025-06-26 11:42 PM,In Review
W422,Move 82 Notebook A5 from Delhi to Kolkata.,2025-06-30 01:28 PM,Completed
W423,Move 40 Rice 5kg from Delhi to Jaipur.,2025-06-28 03:09 PM,Pending
W424,Move 44 Handwash 250ml from Delhi to Surat.,2025-06-28 01:37 PM,In Review
W425,Move 91 Notebook A5 from Surat to Surat.,2025-06-25 05:46 AM,Pending
W426,Move 70 Handwash 250ml from Jaipur to Mumbai.,2025-06-28 07:26 PM,Pending
W427,Move 31 Handwash 250ml from Kolkata to Delhi.,2025-06-30 08:30 AM,Pending
W428,Move 63 Handwash 250ml from Delhi to Kolkata.,2025-06-29 02:36 AM,Pending
W429,Move 69 Kurta Set from Delhi to Surat.,2025-06-24 07:08 AM,In Review
W430,Move 30 Notebook A5 from Mumbai to Kolkata.,2025-06-27 04:11 PM,Pending
W431,Move 51 Handwash 250ml from Mumbai to Delhi.,2025-06-24 04:32 PM,Pending
W432,Move 83 Rice 5kg from Mumbai to Mumbai.,2025-06-28 11:13 PM,Pending
W433,Move 76 Rice 5kg from Mumbai to Jaipur.,2025-06-30 02:57 PM,Completed
W434,Move 51 Kurta Set from Surat to Kolkata.,2025-06-24 02:24 PM,Completed
W435,Move 73 Handwash 250ml from Surat to Surat.,2025-06-26 03:23 AM,Pending
W436,Move 72 Rice 5kg from Surat to Surat.,2025-06-30 03:51 PM,Completed
W437,Move 100 Handwash 250ml from Kolkata to Delhi.,2025-06-23 11:34 PM,In Review
W438,Move 66 Notebook A5 from Kolkata to Delhi.,2025-06-27 02:08 AM,Completed
W439,Move 50 Notebook A5 from Surat to Delhi.,2025-06-29 12:47 PM,Pending
W440,Move 37 Notebook A5 from Mumbai to Surat.,2025-06-25 11:45 PM,In Review
W441,Move 36 Kurta Set from Surat to Kolkata.,2025-06-29 01:00 PM,In Review
W442,Move 60 Kurta Set from Surat to Mumbai.,2025-06-28 08:53 PM,In Review
W443,Move 64 Handwash 250ml from Mumbai to Kolkata.,2025-06-27 06:52 PM,Completed
W444,Move 93 Kurta Set from Kolkata to Surat.,2025-06-28 07:13 AM,Completed
W445,Move 83 Handwash 250ml from Kolkata to Jaipur.,2025-06-30 05:49 AM,Pending
W446,Move 22 Handwash 250ml from Kolkata to Surat.,2025-06-26 03:08 AM,In Review
W447,Move 27 Notebook A5 from Kolkata to Mumbai.,2025-06-23 08:06 PM,Pending
W448,Move 65 Kurta Set from Delhi to Surat.,2025-06-23 09:51 PM,Completed
W449,Move 23 Handwash 250ml from Kolkata to Kolkata.,2025-06-25 08:42 PM,In Review
W450,Move 37 LED Bulb from Mumbai to Kolkata.,2025-06-24 07:25 PM,Completed
W451,Move 88 Notebook A5 from Delhi to Mumbai.,2025-06-27 07:25 AM,In Review
W452,Move 85 LED Bulb from Mumbai to Surat.,2025-06-29 03:43 AM,In Review
W453,Move 95 Notebook A5 from Jaipur to Surat.,2025-06-29 03:38 PM,Pending
W454,Move 65 Handwash 250ml from Jaipur to Jaipur.,2025-06-25 04:56 PM,In Review
W455,Move 28 Handwash 250ml from Kolkata to Mumbai.,2025-06-28 11:43 PM,In Review
W456,Move 44 Rice 5kg from Surat to Mumbai.,2025-06-24 11:34 AM,Pending
W457,Move 23 LED Bulb from Jaipur to Delhi.,2025-06-30 03:39 PM,Pending
W458,Move 32 LED Bulb from Surat to Kolkata.,2025-06-30 02:33 PM,Completed
W459,Move 68 LED Bulb from Mumbai to Delhi.,2025-06-30 03:08 PM,Pending
W460,Move 32 Notebook A5 from Delhi to Mumbai.,2025-06-29 11:04 AM,In Review
W461,Move 75 Notebook A5 from Kolkata to Jaipur.,2025-06-24 02:47 AM,Pending
W462,Move 53 LED Bulb from Mumbai to Mumbai.,2025-06-30 01:51 AM,Completed
W463,Move 30 Notebook A5 from Kolkata to Jaipur.,2025-06-24 03:01 AM,In Review
W464,Move 52 Kurta Set from Surat to Jaipur.,2025-06-28 12:33 AM,In Review
W465,Move 27 Notebook A5 from Jaipur to Mumbai.,2025-06-27 05:35 AM,Pending
W466,Move 87 Kurta Set from Jaipur to Delhi.,2025-06-26 09:18 AM,Completed
W467,Move 59 Kurta Set from Surat to Surat.,2025-06-24 07:40 PM,Completed
W468,Move 28 Rice 5kg from Mumbai to Surat.,2025-06-30 03:25 PM,Completed
W469,Move 43 Handwash 250ml from Mumbai to Delhi.,2025-06-23 09:36 PM,Pending
W470,Move 39 Handwash 250ml from Delhi to Surat.,2025-06-26 11:35 AM,Pending
W471,Move 76 Rice 5kg from Surat to Mumbai.,2025-06-26 09:37 PM,Completed
W472,Move 23 Handwash 250ml from Jaipur to Surat.,2025-06-27 02:59 AM,Pending
W473,Move 59 Notebook A5 from Jaipur to Delhi.,2025-06-29 08:23 PM,In Review
W474,Move 43 Handwash 250ml from Surat to Mumbai.,2025-06-24 04:11 AM,Pending
W475,Move 83 Rice 5kg from Surat to Mumbai.,2025-06-28 11:19 AM,In Review
W476,Move 63 LED Bulb from Surat to Kolkata.,2025-06-24 02:44 PM,Completed
W477,Move 34 Handwash 250ml from Jaipur to Delhi.,2025-06-29 04:27 AM,Pending
W478,Move 66 Rice 5kg from Mumbai to Kolkata.,2025-06-29 09:09 AM,Pending
W479,Move 71 Kurta Set from Delhi to Jaipur.,2025-06-25 04:35 PM,Completed
W480,Move 95 Kurta Set from Surat to Jaipur.,2025-06-28 10:05 PM,In Review
W481,Move 61 Handwash 250ml from Surat to Surat.,2025-06-30 08:48 AM,In Review
W482,Move 88 Handwash 250ml from Kolkata to Surat.,2025-06-26 05:14 PM,In Review
W483,Move 45 Notebook A5 from Delhi to Mumbai.,2025-06-26 05:34 PM,Completed
W484,Move 45 Notebook A5 from Kolkata to Kolkata.,2025-06-25 06:02 AM,Completed
W485,Move 68 Kurta Set from Kolkata to Jaipur.,2025-06-28 06:30 AM,Completed
W486,Move 33 Notebook A5 from Surat to Kolkata.,2025-06-27 10:53 PM,In Review
W487,Move 69 Notebook A5 from Kolkata to Delhi.,2025-06-25 05:27 AM,In Review
W488,Move 27 Handwash 250ml from Jaipur to Mumbai.,2025-06-25 05:01 AM,Pending
W489,Move 59 Handwash 250ml from Surat to Surat.,2025-06-29 08:58 AM,Pending
W490,Move 60 Kurta Set from Surat to Jaipur.,2025-06-23 09:16 PM,Pending
W491,Move 58 LED Bulb from Mumbai to Delhi.,2025-06-27 03:39 PM,In Review
W492,Move 26 LED Bulb from Surat to Surat.,2025-06-27 11:15 PM,Pending
W493,Move 85 Notebook A5 from Jaipur to Mumbai.,2025-06-25 08:34 AM,Pending
W494,Move 78 Rice 5kg from Mumbai to Delhi.,2025-06-24 11:18 PM,Pending
W495,Move 46 LED Bulb from Mumbai to Surat.,2025-06-23 09:54 PM,In Review
W496,Move 98 Kurta Set from Jaipur to Kolkata.,2025-06-26 03:00 AM,Pending
W497,Move 34 Notebook A5 from Jaipur to Mumbai.,2025-06-30 07:07 AM,In Review
W498,Move 62 Rice 5kg from Kolkata to Mumbai.,2025-06-26 06:18 PM,Completed
W499,Move 71 Kurta Set from Mumbai to Mumbai.,2025-06-29 08:46 AM,In Review
